gene,description,apoptosis,cell_cycle,p53_signaling,immune_response,metabolism,DNA_repair,angiogenesis,inflammation,oxidative_stress,transcription_regulation
GENE_1504,Predicted function for GENE_1504 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1505,Predicted function for GENE_1505 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1506,Predicted function for GENE_1506 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_1507,Predicted function for GENE_1507 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1508,Predicted function for GENE_1508 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1509,Predicted function for GENE_1509 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1510,Predicted function for GENE_1510 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_1511,Predicted function for GENE_1511 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1512,Predicted function for GENE_1512 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1513,Predicted function for GENE_1513 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_1514,Predicted function for GENE_1514 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1515,Predicted function for GENE_1515 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1516,Predicted function for GENE_1516 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_1517,Predicted function for GENE_1517 based on expression profile.,0,1,0,0,0,0,0,0,0,1
GENE_1518,Predicted function for GENE_1518 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1519,Predicted function for GENE_1519 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1520,Predicted function for GENE_1520 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1521,Predicted function for GENE_1521 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1522,Predicted function for GENE_1522 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_1523,Predicted function for GENE_1523 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1524,Predicted function for GENE_1524 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1525,Predicted function for GENE_1525 based on expression profile.,1,0,0,0,0,0,0,0,0,1
GENE_1526,Predicted function for GENE_1526 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1527,Predicted function for GENE_1527 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1528,Predicted function for GENE_1528 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1529,Predicted function for GENE_1529 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1530,Predicted function for GENE_1530 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_1531,Predicted function for GENE_1531 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1532,Predicted function for GENE_1532 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1533,Predicted function for GENE_1533 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1534,Predicted function for GENE_1534 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1535,Predicted function for GENE_1535 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1536,Predicted function for GENE_1536 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_1537,Predicted function for GENE_1537 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1538,Predicted function for GENE_1538 based on expression profile.,0,1,0,0,1,0,0,0,0,0
GENE_1539,Predicted function for GENE_1539 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1540,Predicted function for GENE_1540 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1541,Predicted function for GENE_1541 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1542,Predicted function for GENE_1542 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1543,Predicted function for GENE_1543 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1544,Predicted function for GENE_1544 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1545,Predicted function for GENE_1545 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1546,Predicted function for GENE_1546 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1547,Predicted function for GENE_1547 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1548,Predicted function for GENE_1548 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_1549,Predicted function for GENE_1549 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1550,Predicted function for GENE_1550 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1551,Predicted function for GENE_1551 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1552,Predicted function for GENE_1552 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1553,Predicted function for GENE_1553 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1554,Predicted function for GENE_1554 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1555,Predicted function for GENE_1555 based on expression profile.,0,0,0,0,0,1,1,0,0,0
GENE_1556,Predicted function for GENE_1556 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1557,Predicted function for GENE_1557 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1558,Predicted function for GENE_1558 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1559,Predicted function for GENE_1559 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1560,Predicted function for GENE_1560 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1561,Predicted function for GENE_1561 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1562,Predicted function for GENE_1562 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1563,Predicted function for GENE_1563 based on expression profile.,0,0,1,0,0,0,0,0,1,0
GENE_1564,Predicted function for GENE_1564 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1565,Predicted function for GENE_1565 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1566,Predicted function for GENE_1566 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1567,Predicted function for GENE_1567 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1568,Predicted function for GENE_1568 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_1569,Predicted function for GENE_1569 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_1570,Predicted function for GENE_1570 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1571,Predicted function for GENE_1571 based on expression profile.,0,0,0,0,1,0,0,1,0,0
GENE_1572,Predicted function for GENE_1572 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1573,Predicted function for GENE_1573 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_1574,Predicted function for GENE_1574 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1575,Predicted function for GENE_1575 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1576,Predicted function for GENE_1576 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1577,Predicted function for GENE_1577 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1578,Predicted function for GENE_1578 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1579,Predicted function for GENE_1579 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1580,Predicted function for GENE_1580 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1581,Predicted function for GENE_1581 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1582,Predicted function for GENE_1582 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1583,Predicted function for GENE_1583 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1584,Predicted function for GENE_1584 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1585,Predicted function for GENE_1585 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1586,Predicted function for GENE_1586 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1587,Predicted function for GENE_1587 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_1588,Predicted function for GENE_1588 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1589,Predicted function for GENE_1589 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1590,Predicted function for GENE_1590 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1591,Predicted function for GENE_1591 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1592,Predicted function for GENE_1592 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1593,Predicted function for GENE_1593 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1594,Predicted function for GENE_1594 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1595,Predicted function for GENE_1595 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1596,Predicted function for GENE_1596 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1597,Predicted function for GENE_1597 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1598,Predicted function for GENE_1598 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1599,Predicted function for GENE_1599 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1600,Predicted function for GENE_1600 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1601,Predicted function for GENE_1601 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1602,Predicted function for GENE_1602 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1603,Predicted function for GENE_1603 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1604,Predicted function for GENE_1604 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1605,Predicted function for GENE_1605 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_1606,Predicted function for GENE_1606 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_1607,Predicted function for GENE_1607 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_1608,Predicted function for GENE_1608 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1609,Predicted function for GENE_1609 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1610,Predicted function for GENE_1610 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1611,Predicted function for GENE_1611 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1612,Predicted function for GENE_1612 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1613,Predicted function for GENE_1613 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1614,Predicted function for GENE_1614 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1615,Predicted function for GENE_1615 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_1616,Predicted function for GENE_1616 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1617,Predicted function for GENE_1617 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_1618,Predicted function for GENE_1618 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1619,Predicted function for GENE_1619 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1620,Predicted function for GENE_1620 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1621,Predicted function for GENE_1621 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_1622,Predicted function for GENE_1622 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1623,Predicted function for GENE_1623 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1624,Predicted function for GENE_1624 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1625,Predicted function for GENE_1625 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1626,Predicted function for GENE_1626 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1627,Predicted function for GENE_1627 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1628,Predicted function for GENE_1628 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1629,Predicted function for GENE_1629 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_1630,Predicted function for GENE_1630 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_1631,Predicted function for GENE_1631 based on expression profile.,1,0,0,0,0,0,0,0,0,1
GENE_1632,Predicted function for GENE_1632 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1633,Predicted function for GENE_1633 based on expression profile.,0,0,0,0,0,0,1,1,0,0
GENE_1634,Predicted function for GENE_1634 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1635,Predicted function for GENE_1635 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1636,Predicted function for GENE_1636 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1637,Predicted function for GENE_1637 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1638,Predicted function for GENE_1638 based on expression profile.,0,0,0,0,1,1,0,0,0,0
GENE_1639,Predicted function for GENE_1639 based on expression profile.,0,0,1,0,1,0,0,0,0,0
GENE_1640,Predicted function for GENE_1640 based on expression profile.,1,0,0,0,0,0,0,0,0,1
GENE_1641,Predicted function for GENE_1641 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1642,Predicted function for GENE_1642 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1643,Predicted function for GENE_1643 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1644,Predicted function for GENE_1644 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1645,Predicted function for GENE_1645 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1646,Predicted function for GENE_1646 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1647,Predicted function for GENE_1647 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1648,Predicted function for GENE_1648 based on expression profile.,0,0,0,0,0,0,1,1,0,0
GENE_1649,Predicted function for GENE_1649 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1650,Predicted function for GENE_1650 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1651,Predicted function for GENE_1651 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1652,Predicted function for GENE_1652 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1653,Predicted function for GENE_1653 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_1654,Predicted function for GENE_1654 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1655,Predicted function for GENE_1655 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1656,Predicted function for GENE_1656 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1657,Predicted function for GENE_1657 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1658,Predicted function for GENE_1658 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1659,Predicted function for GENE_1659 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1660,Predicted function for GENE_1660 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1661,Predicted function for GENE_1661 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1662,Predicted function for GENE_1662 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1663,Predicted function for GENE_1663 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1664,Predicted function for GENE_1664 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1665,Predicted function for GENE_1665 based on expression profile.,0,0,0,0,0,1,0,0,0,1
GENE_1666,Predicted function for GENE_1666 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1667,Predicted function for GENE_1667 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1668,Predicted function for GENE_1668 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_1669,Predicted function for GENE_1669 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1670,Predicted function for GENE_1670 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1671,Predicted function for GENE_1671 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1672,Predicted function for GENE_1672 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1673,Predicted function for GENE_1673 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1674,Predicted function for GENE_1674 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1675,Predicted function for GENE_1675 based on expression profile.,0,0,1,0,1,0,0,0,0,0
GENE_1676,Predicted function for GENE_1676 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1677,Predicted function for GENE_1677 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1678,Predicted function for GENE_1678 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1679,Predicted function for GENE_1679 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1680,Predicted function for GENE_1680 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1681,Predicted function for GENE_1681 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1682,Predicted function for GENE_1682 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1683,Predicted function for GENE_1683 based on expression profile.,0,0,0,1,0,0,0,1,0,0
GENE_1684,Predicted function for GENE_1684 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1685,Predicted function for GENE_1685 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1686,Predicted function for GENE_1686 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1687,Predicted function for GENE_1687 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1688,Predicted function for GENE_1688 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1689,Predicted function for GENE_1689 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1690,Predicted function for GENE_1690 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1691,Predicted function for GENE_1691 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_1692,Predicted function for GENE_1692 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1693,Predicted function for GENE_1693 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1694,Predicted function for GENE_1694 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1695,Predicted function for GENE_1695 based on expression profile.,0,0,0,0,1,0,0,1,0,0
GENE_1696,Predicted function for GENE_1696 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_1697,Predicted function for GENE_1697 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1698,Predicted function for GENE_1698 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_1699,Predicted function for GENE_1699 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1700,Predicted function for GENE_1700 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1701,Predicted function for GENE_1701 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1702,Predicted function for GENE_1702 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1703,Predicted function for GENE_1703 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1704,Predicted function for GENE_1704 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1705,Predicted function for GENE_1705 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_1706,Predicted function for GENE_1706 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1707,Predicted function for GENE_1707 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1708,Predicted function for GENE_1708 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1709,Predicted function for GENE_1709 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1710,Predicted function for GENE_1710 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1711,Predicted function for GENE_1711 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1712,Predicted function for GENE_1712 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_1713,Predicted function for GENE_1713 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1714,Predicted function for GENE_1714 based on expression profile.,0,0,0,1,0,0,0,1,0,0
GENE_1715,Predicted function for GENE_1715 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1716,Predicted function for GENE_1716 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1717,Predicted function for GENE_1717 based on expression profile.,1,0,0,0,0,0,0,0,0,1
GENE_1718,Predicted function for GENE_1718 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1719,Predicted function for GENE_1719 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1720,Predicted function for GENE_1720 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1721,Predicted function for GENE_1721 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1722,Predicted function for GENE_1722 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1723,Predicted function for GENE_1723 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1724,Predicted function for GENE_1724 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1725,Predicted function for GENE_1725 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1726,Predicted function for GENE_1726 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1727,Predicted function for GENE_1727 based on expression profile.,0,0,0,0,0,1,0,0,1,0
GENE_1728,Predicted function for GENE_1728 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1729,Predicted function for GENE_1729 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1730,Predicted function for GENE_1730 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1731,Predicted function for GENE_1731 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_1732,Predicted function for GENE_1732 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1733,Predicted function for GENE_1733 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1734,Predicted function for GENE_1734 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_1735,Predicted function for GENE_1735 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_1736,Predicted function for GENE_1736 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1737,Predicted function for GENE_1737 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1738,Predicted function for GENE_1738 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1739,Predicted function for GENE_1739 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1740,Predicted function for GENE_1740 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1741,Predicted function for GENE_1741 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1742,Predicted function for GENE_1742 based on expression profile.,0,1,0,0,0,0,0,0,0,1
GENE_1743,Predicted function for GENE_1743 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1744,Predicted function for GENE_1744 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1745,Predicted function for GENE_1745 based on expression profile.,0,0,0,0,0,1,1,0,0,0
GENE_1746,Predicted function for GENE_1746 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1747,Predicted function for GENE_1747 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1748,Predicted function for GENE_1748 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1749,Predicted function for GENE_1749 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1750,Predicted function for GENE_1750 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1751,Predicted function for GENE_1751 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1752,Predicted function for GENE_1752 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1753,Predicted function for GENE_1753 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1754,Predicted function for GENE_1754 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1755,Predicted function for GENE_1755 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1756,Predicted function for GENE_1756 based on expression profile.,1,0,0,0,1,0,0,0,0,0
GENE_1757,Predicted function for GENE_1757 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1758,Predicted function for GENE_1758 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1759,Predicted function for GENE_1759 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1760,Predicted function for GENE_1760 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1761,Predicted function for GENE_1761 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1762,Predicted function for GENE_1762 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1763,Predicted function for GENE_1763 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1764,Predicted function for GENE_1764 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_1765,Predicted function for GENE_1765 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1766,Predicted function for GENE_1766 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_1767,Predicted function for GENE_1767 based on expression profile.,1,0,0,0,1,0,0,0,0,0
GENE_1768,Predicted function for GENE_1768 based on expression profile.,0,0,1,0,1,0,0,0,0,0
GENE_1769,Predicted function for GENE_1769 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1770,Predicted function for GENE_1770 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1771,Predicted function for GENE_1771 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1772,Predicted function for GENE_1772 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1773,Predicted function for GENE_1773 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1774,Predicted function for GENE_1774 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1775,Predicted function for GENE_1775 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1776,Predicted function for GENE_1776 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_1777,Predicted function for GENE_1777 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_1778,Predicted function for GENE_1778 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1779,Predicted function for GENE_1779 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1780,Predicted function for GENE_1780 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1781,Predicted function for GENE_1781 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1782,Predicted function for GENE_1782 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1783,Predicted function for GENE_1783 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1784,Predicted function for GENE_1784 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1785,Predicted function for GENE_1785 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_1786,Predicted function for GENE_1786 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1787,Predicted function for GENE_1787 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1788,Predicted function for GENE_1788 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1789,Predicted function for GENE_1789 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1790,Predicted function for GENE_1790 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_1791,Predicted function for GENE_1791 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1792,Predicted function for GENE_1792 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1793,Predicted function for GENE_1793 based on expression profile.,0,0,0,0,0,0,1,0,0,0
